source	target
http://www.ncbi.nlm.nih.gov/pubmed/8575589	brimicombe rw
http://www.ncbi.nlm.nih.gov/pubmed/8575589	heijerman hgm
http://www.ncbi.nlm.nih.gov/pubmed/8575589	hodson me
http://www.ncbi.nlm.nih.gov/pubmed/8575589	Imperial College London
http://www.ncbi.nlm.nih.gov/pubmed/8575589	LEYENBURG HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8575589	"LEYENBURG HOSP,DEPT MICROBIOL,THE HAGUE,NETHERLANDS"
http://www.ncbi.nlm.nih.gov/pubmed/8575589	"LEYENBURG HOSP,DEPT PULM,CTR ADULT CYST FIBROSIS,THE HAGUE,NETHERLANDS"
http://www.ncbi.nlm.nih.gov/pubmed/8575589	ROYAL BROMPTON HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8575589	"ROYAL BROMPTON HOSP,DEPT CYST FIBROSIS,LONDON,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8575589	touw dj
http://www.ncbi.nlm.nih.gov/pubmed/8580575	francis pj
http://www.ncbi.nlm.nih.gov/pubmed/8580575	holt tl
http://www.ncbi.nlm.nih.gov/pubmed/8580575	quirk p
http://www.ncbi.nlm.nih.gov/pubmed/8580575	Royal Children's Hospital Brisbane
http://www.ncbi.nlm.nih.gov/pubmed/8580575	ROYAL CHILDRENS HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8580575	"ROYAL CHILDRENS HOSP,CYST FIBROSIS CLIN,BRISBANE,QLD,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8580575	"ROYAL CHILDRENS HOSP,DEPT CHILD HLTH,CHILDRENS NUTR RES CTR,BRISBANE,QLD 4029,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8580575	shepherd rw
http://www.ncbi.nlm.nih.gov/pubmed/8580575	swanson ce
http://www.ncbi.nlm.nih.gov/pubmed/8580575	thomas bj
http://www.ncbi.nlm.nih.gov/pubmed/8580575	thomson ma
http://www.ncbi.nlm.nih.gov/pubmed/8585531	kobayashi h
http://www.ncbi.nlm.nih.gov/pubmed/8596679	adelson jw
http://www.ncbi.nlm.nih.gov/pubmed/8596679	"Department of Pediatrics, Hasbro Children's Hospital, Brown University School of Medicine, Providence, Rhode Island, 02903, USA."
http://www.ncbi.nlm.nih.gov/pubmed/8596679	shalon lb
http://www.ncbi.nlm.nih.gov/pubmed/8606849	barbero gj
http://www.ncbi.nlm.nih.gov/pubmed/8606849	gayer d
http://www.ncbi.nlm.nih.gov/pubmed/8606849	konig p
http://www.ncbi.nlm.nih.gov/pubmed/8606849	shaffer j
http://www.ncbi.nlm.nih.gov/pubmed/8612275	"Department of Pediatrics, University of Iowa College of Medicine, Iowa City 52242, USA."
http://www.ncbi.nlm.nih.gov/pubmed/8612275	greenberg ep
http://www.ncbi.nlm.nih.gov/pubmed/8612275	NHLBI NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/8612275	smith jj
http://www.ncbi.nlm.nih.gov/pubmed/8612275	travis sm
http://www.ncbi.nlm.nih.gov/pubmed/8612275	welsh mjrb
http://www.ncbi.nlm.nih.gov/pubmed/8618180	albin d
http://www.ncbi.nlm.nih.gov/pubmed/8618180	aviram m
http://www.ncbi.nlm.nih.gov/pubmed/8618180	BEN GURION UNIV NEGEV
http://www.ncbi.nlm.nih.gov/pubmed/8618180	"BEN GURION UNIV NEGEV,FAC HLTH SCI,BEER SHEVA,ISRAEL"
http://www.ncbi.nlm.nih.gov/pubmed/8618180	Ben Gurion University
http://www.ncbi.nlm.nih.gov/pubmed/8618180	golan h
http://www.ncbi.nlm.nih.gov/pubmed/8618180	grauer n
http://www.ncbi.nlm.nih.gov/pubmed/8618180	quastel mr
http://www.ncbi.nlm.nih.gov/pubmed/8618180	SOROKA MED CTR
http://www.ncbi.nlm.nih.gov/pubmed/8618180	"SOROKA MED CTR,DEPT PEDIAT,KUPAT HOLIM,ISRAEL"
http://www.ncbi.nlm.nih.gov/pubmed/8618180	"SOROKA MED CTR,INST NUCL MED,KUPAT HOLIM,ISRAEL"
http://www.ncbi.nlm.nih.gov/pubmed/8618180	tal a
http://www.ncbi.nlm.nih.gov/pubmed/8629607	corey m
http://www.ncbi.nlm.nih.gov/pubmed/8629607	farewell v
http://www.ncbi.nlm.nih.gov/pubmed/8629607	UCL
http://www.ncbi.nlm.nih.gov/pubmed/8629607	"UCL, DEPT STAT SCI, LONDON, ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8629607	UNIV TORONTO
http://www.ncbi.nlm.nih.gov/pubmed/8629607	"UNIV TORONTO, DEPT PREVENT MED & BIOSTAT, TORONTO, ON, CANADA"
http://www.ncbi.nlm.nih.gov/pubmed/8629607	University College London
http://www.ncbi.nlm.nih.gov/pubmed/8629607	University of London
http://www.ncbi.nlm.nih.gov/pubmed/8629607	University of Toronto
http://www.ncbi.nlm.nih.gov/pubmed/8636828	nikolaizik wh
http://www.ncbi.nlm.nih.gov/pubmed/8636828	schoni mh
http://www.ncbi.nlm.nih.gov/pubmed/8657217	"Department of Pediatrics, University of Washington School of Medicine, Seattle 98195, USA."
http://www.ncbi.nlm.nih.gov/pubmed/8657217	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/8657217	ramsey bw
http://www.ncbi.nlm.nih.gov/pubmed/8665055	amin rs
http://www.ncbi.nlm.nih.gov/pubmed/8665055	CHILDRENS HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"CHILDRENS HOSP,MED CTR,BOSTON,MA"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Childrens Hospital & Research Center Oakland
http://www.ncbi.nlm.nih.gov/pubmed/8665055	colin aa
http://www.ncbi.nlm.nih.gov/pubmed/8665055	COLUMBUS CHILDRENS HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"COLUMBUS CHILDRENS HOSP,COLUMBUS,OH"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	devault a
http://www.ncbi.nlm.nih.gov/pubmed/8665055	dozor aj
http://www.ncbi.nlm.nih.gov/pubmed/8665055	eigen h
http://www.ncbi.nlm.nih.gov/pubmed/8665055	EMORY UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"EMORY UNIV,ATLANTA,GA 30322"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Emory University
http://www.ncbi.nlm.nih.gov/pubmed/8665055	fuchs hj
http://www.ncbi.nlm.nih.gov/pubmed/8665055	GENENTECH INC
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"GENENTECH INC,MED AFFAIRS,S SAN FRANCISCO,CA 94080"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Harvard University
http://www.ncbi.nlm.nih.gov/pubmed/8665055	JAMES WHITCOMB RILEY HOSP CHILDREN
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"JAMES WHITCOMB RILEY HOSP CHILDREN,INDIANAPOLIS,IN 46202"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	johnson ca
http://www.ncbi.nlm.nih.gov/pubmed/8665055	jue cp
http://www.ncbi.nlm.nih.gov/pubmed/8665055	lester la
http://www.ncbi.nlm.nih.gov/pubmed/8665055	mccoy ks
http://www.ncbi.nlm.nih.gov/pubmed/8665055	mckean lp
http://www.ncbi.nlm.nih.gov/pubmed/8665055	moss rb
http://www.ncbi.nlm.nih.gov/pubmed/8665055	nash ml
http://www.ncbi.nlm.nih.gov/pubmed/8665055	NEW YORK MED COLL
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"NEW YORK MED COLL,VALHALLA,NY 10595"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	New York Medical College
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Ohio State University
http://www.ncbi.nlm.nih.gov/pubmed/8665055	PACKARD CHILDRENS HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"PACKARD CHILDRENS HOSP,PALO ALTO,CA"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	regelmann we
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Roche Holding
http://www.ncbi.nlm.nih.gov/pubmed/8665055	stokes dc
http://www.ncbi.nlm.nih.gov/pubmed/8665055	UNIV CHICAGO HOSP & CLIN
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"UNIV CHICAGO HOSP & CLIN,CHICAGO,IL"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	UNIV MINNESOTA
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"UNIV MINNESOTA,MINNEAPOLIS,MN 55455"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	University of Chicago
http://www.ncbi.nlm.nih.gov/pubmed/8665055	University of Illinois System
http://www.ncbi.nlm.nih.gov/pubmed/8665055	University of Minnesota System
http://www.ncbi.nlm.nih.gov/pubmed/8665055	University of Minnesota Twin Cities
http://www.ncbi.nlm.nih.gov/pubmed/8665055	VANDERBILT UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"VANDERBILT UNIV,MED CTR,NASHVILLE,TN"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Vanderbilt University
http://www.ncbi.nlm.nih.gov/pubmed/8665055	WASHINGTON UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8665055	"WASHINGTON UNIV,SCH MED,ST LOUIS,MO"
http://www.ncbi.nlm.nih.gov/pubmed/8665055	Washington University
http://www.ncbi.nlm.nih.gov/pubmed/8665055	wilmott rw
http://www.ncbi.nlm.nih.gov/pubmed/8668871	farrell pm
http://www.ncbi.nlm.nih.gov/pubmed/8668871	kosorok mr
http://www.ncbi.nlm.nih.gov/pubmed/8668871	NCRR NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/8668871	NIDDK NIH HHS
http://www.ncbi.nlm.nih.gov/pubmed/8668871	UNIV WISCONSIN
http://www.ncbi.nlm.nih.gov/pubmed/8668871	"UNIV WISCONSIN,CTR CLIN SCI H4458,DEPT PEDIAT,MADISON,WI 53792"
http://www.ncbi.nlm.nih.gov/pubmed/8668871	"UNIV WISCONSIN,CTR CLIN SCI K6428,DEPT BIOSTAT,MADISON,WI 53792"
http://www.ncbi.nlm.nih.gov/pubmed/8668871	"UNIV WISCONSIN,DEPT STAT,MADISON,WI 53706"
http://www.ncbi.nlm.nih.gov/pubmed/8668871	University of Wisconsin Madison
http://www.ncbi.nlm.nih.gov/pubmed/8668871	University of Wisconsin System
http://www.ncbi.nlm.nih.gov/pubmed/8668871	wei wh
http://www.ncbi.nlm.nih.gov/pubmed/8680672	colombo jl
http://www.ncbi.nlm.nih.gov/pubmed/8680672	"Department of Pediatric Pulmonology, University of Nebraska Medical Center, Omaha 68198-5190, USA."
http://www.ncbi.nlm.nih.gov/pubmed/8680672	hordvik nl
http://www.ncbi.nlm.nih.gov/pubmed/8680672	judy cg
http://www.ncbi.nlm.nih.gov/pubmed/8680672	sammut ph
http://www.ncbi.nlm.nih.gov/pubmed/8680672	strizek sj
http://www.ncbi.nlm.nih.gov/pubmed/8697857	fisher d
http://www.ncbi.nlm.nih.gov/pubmed/8697857	HARVARD UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8697857	"HARVARD UNIV,SCH MED,BOSTON,MA"
http://www.ncbi.nlm.nih.gov/pubmed/8697857	Harvard University
http://www.ncbi.nlm.nih.gov/pubmed/8697857	hess d
http://www.ncbi.nlm.nih.gov/pubmed/8697857	kacmarek rm
http://www.ncbi.nlm.nih.gov/pubmed/8697857	pooler s
http://www.ncbi.nlm.nih.gov/pubmed/8697857	williams p
http://www.ncbi.nlm.nih.gov/pubmed/8703575	delling g
http://www.ncbi.nlm.nih.gov/pubmed/8703575	hahn m
http://www.ncbi.nlm.nih.gov/pubmed/8703575	"Institute for Biomedical Engineering, University of Z•À__rich, Switzerland."
http://www.ncbi.nlm.nih.gov/pubmed/8703575	muller r
http://www.ncbi.nlm.nih.gov/pubmed/8703575	ruegsegger p
http://www.ncbi.nlm.nih.gov/pubmed/8703575	vogel m
http://www.ncbi.nlm.nih.gov/pubmed/8708876	farrell pm
http://www.ncbi.nlm.nih.gov/pubmed/8708876	foster sw
http://www.ncbi.nlm.nih.gov/pubmed/8708876	UNIV WISCONSIN
http://www.ncbi.nlm.nih.gov/pubmed/8708876	"UNIV WISCONSIN,SCH MED,MADISON,WI 53706"
http://www.ncbi.nlm.nih.gov/pubmed/8708876	University of Wisconsin Madison
http://www.ncbi.nlm.nih.gov/pubmed/8708876	University of Wisconsin System
http://www.ncbi.nlm.nih.gov/pubmed/8708877	BROWN UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8708877	"BROWN UNIV,RHODE ISL HOSP,SCH MED,DEPT PEDIAT,PROVIDENCE,RI 02903"
http://www.ncbi.nlm.nih.gov/pubmed/8708877	Brown University
http://www.ncbi.nlm.nih.gov/pubmed/8708877	byrnescollins b
http://www.ncbi.nlm.nih.gov/pubmed/8708877	California State University System
http://www.ncbi.nlm.nih.gov/pubmed/8708877	creveling s
http://www.ncbi.nlm.nih.gov/pubmed/8708877	harwood ir
http://www.ncbi.nlm.nih.gov/pubmed/8708877	hovell mf
http://www.ncbi.nlm.nih.gov/pubmed/8708877	jelalian e
http://www.ncbi.nlm.nih.gov/pubmed/8708877	keating k
http://www.ncbi.nlm.nih.gov/pubmed/8708877	light mc
http://www.ncbi.nlm.nih.gov/pubmed/8708877	miller dl
http://www.ncbi.nlm.nih.gov/pubmed/8708877	mulvihill mm
http://www.ncbi.nlm.nih.gov/pubmed/8708877	passero ma
http://www.ncbi.nlm.nih.gov/pubmed/8708877	powers sw
http://www.ncbi.nlm.nih.gov/pubmed/8708877	SAN DIEGO STATE UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8708877	"SAN DIEGO STATE UNIV,GRAD SCH PUBL HLTH,SAN DIEGO,CA 92182"
http://www.ncbi.nlm.nih.gov/pubmed/8708877	San Diego State University
http://www.ncbi.nlm.nih.gov/pubmed/8708877	stark lj
http://www.ncbi.nlm.nih.gov/pubmed/8708877	UNIV CALIF SAN DIEGO
http://www.ncbi.nlm.nih.gov/pubmed/8708877	"UNIV CALIF SAN DIEGO,MED CTR,DEPT PEDIAT,SAN DIEGO,CA 92103"
http://www.ncbi.nlm.nih.gov/pubmed/8708877	University of California San Diego
http://www.ncbi.nlm.nih.gov/pubmed/8708877	University of California System
http://www.ncbi.nlm.nih.gov/pubmed/8711640	hodson me
http://www.ncbi.nlm.nih.gov/pubmed/8711640	Imperial College London
http://www.ncbi.nlm.nih.gov/pubmed/8711640	Kings College London
http://www.ncbi.nlm.nih.gov/pubmed/8711640	knight ra
http://www.ncbi.nlm.nih.gov/pubmed/8711640	marriott c
http://www.ncbi.nlm.nih.gov/pubmed/8711640	NATL HEART & LUNG INST
http://www.ncbi.nlm.nih.gov/pubmed/8711640	"NATL HEART & LUNG INST,LONDON SW3 6NP,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8711640	ranasinha c
http://www.ncbi.nlm.nih.gov/pubmed/8711640	ROYAL BROMPTON NATL HEART & LUNG HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8711640	"ROYAL BROMPTON NATL HEART & LUNG HOSP,DEPT CYST FIBROSIS,LONDON SW3 6NP,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8711640	scott sf
http://www.ncbi.nlm.nih.gov/pubmed/8711640	shah pl
http://www.ncbi.nlm.nih.gov/pubmed/8711640	UNIV LONDON KINGS COLL
http://www.ncbi.nlm.nih.gov/pubmed/8711640	"UNIV LONDON KINGS COLL,DEPT PHARM,LONDON SW3 6LX,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8711640	University of London
http://www.ncbi.nlm.nih.gov/pubmed/8726951	AARHUS UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8726951	"AARHUS UNIV,DEPT ENVIRONM & OCCUPAT MED,AARHUS,DENMARK"
http://www.ncbi.nlm.nih.gov/pubmed/8726951	Aarhus University
http://www.ncbi.nlm.nih.gov/pubmed/8726951	LEIDEN UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8726951	"LEIDEN UNIV,DEPT PHYSIOL,LEIDEN,NETHERLANDS"
http://www.ncbi.nlm.nih.gov/pubmed/8726951	Leiden University
http://www.ncbi.nlm.nih.gov/pubmed/8726951	miller mr
http://www.ncbi.nlm.nih.gov/pubmed/8726951	omland o
http://www.ncbi.nlm.nih.gov/pubmed/8726951	pedersen of
http://www.ncbi.nlm.nih.gov/pubmed/8726951	quanjer ph
http://www.ncbi.nlm.nih.gov/pubmed/8726951	rasmussen tr
http://www.ncbi.nlm.nih.gov/pubmed/8726951	sigsgaard t
http://www.ncbi.nlm.nih.gov/pubmed/8726951	UNIV BIRMINGHAM
http://www.ncbi.nlm.nih.gov/pubmed/8726951	"UNIV BIRMINGHAM,GOOD HOPE HOSP,DEPT MED,SUTTON COLDFIELD,W MIDLANDS,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8726951	University of Birmingham
http://www.ncbi.nlm.nih.gov/pubmed/8733486	cater ji
http://www.ncbi.nlm.nih.gov/pubmed/8733486	franklin m
http://www.ncbi.nlm.nih.gov/pubmed/8733486	mukhopadhyay s
http://www.ncbi.nlm.nih.gov/pubmed/8733486	ogston sa
http://www.ncbi.nlm.nih.gov/pubmed/8733486	olver re
http://www.ncbi.nlm.nih.gov/pubmed/8733486	singh m
http://www.ncbi.nlm.nih.gov/pubmed/8733486	UNIV DUNDEE
http://www.ncbi.nlm.nih.gov/pubmed/8733486	"UNIV DUNDEE,NINEWELLS HOSP & MED SCH,DEPT EPIDEMIOL & PUBL HLTH,DUNDEE DD1 9SY,SCOTLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8733486	"UNIV DUNDEE,NINEWELLS HOSP & MED SCH,NINEWELLS MED LIB,DUNDEE DD1 9SY,SCOTLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8733486	University of Dundee
http://www.ncbi.nlm.nih.gov/pubmed/8733487	ALFRED HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,DEPT CLIN PHARMACOL,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,DEPT MICROBIOL,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,DEPT PHARM,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,DEPT RESP MED,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,GERIATR SERV,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,INFECT DIS UNIT,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	"ALFRED HOSP,ALFRED HEALTHCARE GRP,OTONEUROL DEPT,PRAHRAN,VIC 3181,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8733487	hickey b
http://www.ncbi.nlm.nih.gov/pubmed/8733487	hooper re
http://www.ncbi.nlm.nih.gov/pubmed/8733487	Howard Florey Institute
http://www.ncbi.nlm.nih.gov/pubmed/8733487	ioannidesdemos ll
http://www.ncbi.nlm.nih.gov/pubmed/8733487	li sc
http://www.ncbi.nlm.nih.gov/pubmed/8733487	mclean aj
http://www.ncbi.nlm.nih.gov/pubmed/8733487	spicer wj
http://www.ncbi.nlm.nih.gov/pubmed/8733487	williams tj
http://www.ncbi.nlm.nih.gov/pubmed/8733487	wood pj
http://www.ncbi.nlm.nih.gov/pubmed/874086	bieri jg
http://www.ncbi.nlm.nih.gov/pubmed/874086	di sant'agnese pa
http://www.ncbi.nlm.nih.gov/pubmed/874086	farrell pm
http://www.ncbi.nlm.nih.gov/pubmed/874086	fratantoni jf
http://www.ncbi.nlm.nih.gov/pubmed/874086	wood re
http://www.ncbi.nlm.nih.gov/pubmed/8757571	Childrens Hospital & Research Center Oakland
http://www.ncbi.nlm.nih.gov/pubmed/8757571	Childrens Hospital of Philadelphia
http://www.ncbi.nlm.nih.gov/pubmed/8757571	cnaan a
http://www.ncbi.nlm.nih.gov/pubmed/8757571	kawchak da
http://www.ncbi.nlm.nih.gov/pubmed/8757571	scanlin tf
http://www.ncbi.nlm.nih.gov/pubmed/8757571	stallings va
http://www.ncbi.nlm.nih.gov/pubmed/8757571	tomezsko jl
http://www.ncbi.nlm.nih.gov/pubmed/8757571	UNIV PENN
http://www.ncbi.nlm.nih.gov/pubmed/8757571	"UNIV PENN,CYST FIBROSIS CTR,CHILDRENS HOSP,SCH MED,DEPT PEDIAT,PHILADELPHIA,PA 19104"
http://www.ncbi.nlm.nih.gov/pubmed/8757571	"UNIV PENN,DIV BIOSTAT & EPIDEMIOL,CHILDRENS HOSP,SCH MED,DEPT PEDIAT,PHILADELPHIA,PA 19104"
http://www.ncbi.nlm.nih.gov/pubmed/8757571	University of Pennsylvania
http://www.ncbi.nlm.nih.gov/pubmed/8757571	zhao hq
http://www.ncbi.nlm.nih.gov/pubmed/8782753	cheng k
http://www.ncbi.nlm.nih.gov/pubmed/8782753	COVENTRY UNIV
http://www.ncbi.nlm.nih.gov/pubmed/8782753	"COVENTRY UNIV,SCH NAT & ENVIRONM SCI,COVENTRY,W MIDLANDS,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8782753	Coventry University
http://www.ncbi.nlm.nih.gov/pubmed/8782753	denning n
http://www.ncbi.nlm.nih.gov/pubmed/8782753	doherty c
http://www.ncbi.nlm.nih.gov/pubmed/8782753	govan jrw
http://www.ncbi.nlm.nih.gov/pubmed/8782753	hart ca
http://www.ncbi.nlm.nih.gov/pubmed/8782753	heaf dp
http://www.ncbi.nlm.nih.gov/pubmed/8782753	smyth rl
http://www.ncbi.nlm.nih.gov/pubmed/8782753	UNIV EDINBURGH
http://www.ncbi.nlm.nih.gov/pubmed/8782753	"UNIV EDINBURGH,DEPT MED MICROBIOL,EDINBURGH,MIDLOTHIAN,SCOTLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8782753	UNIV LIVERPOOL
http://www.ncbi.nlm.nih.gov/pubmed/8782753	"UNIV LIVERPOOL,DEPT CHILD HLTH,LIVERPOOL L69 3BX,MERSEYSIDE,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8782753	"UNIV LIVERPOOL,DEPT MED MICROBIOL & GENITOURINARY MED,LIVERPOOL L69 3BX,MERSEYSIDE,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8782753	University of Edinburgh
http://www.ncbi.nlm.nih.gov/pubmed/8782753	University of Liverpool
http://www.ncbi.nlm.nih.gov/pubmed/8782753	vansaene h
http://www.ncbi.nlm.nih.gov/pubmed/8782753	winstanley c
http://www.ncbi.nlm.nih.gov/pubmed/8821302	battersby nc
http://www.ncbi.nlm.nih.gov/pubmed/8821302	david tj
http://www.ncbi.nlm.nih.gov/pubmed/8821302	patel l
http://www.ncbi.nlm.nih.gov/pubmed/8821302	UNIV MANCHESTER
http://www.ncbi.nlm.nih.gov/pubmed/8821302	"UNIV MANCHESTER,BOOTH HALL CHILDRENS HOSP,DEPT CHILD HLTH,MANCHESTER M9 7AA,LANCS,ENGLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8821302	University of Manchester
http://www.ncbi.nlm.nih.gov/pubmed/8825235	koller bh
http://www.ncbi.nlm.nih.gov/pubmed/8825235	muller r
http://www.ncbi.nlm.nih.gov/pubmed/8825235	ruegsegger p
http://www.ncbi.nlm.nih.gov/pubmed/8825235	SWISS FED INST TECHNOL
http://www.ncbi.nlm.nih.gov/pubmed/8825235	"SWISS FED INST TECHNOL,ZURICH,SWITZERLAND"
http://www.ncbi.nlm.nih.gov/pubmed/8825235	Swiss Federal Institute of Technology Zurich
http://www.ncbi.nlm.nih.gov/pubmed/8826569	noone pg
http://www.ncbi.nlm.nih.gov/pubmed/8826569	toso c
http://www.ncbi.nlm.nih.gov/pubmed/8826569	UNIV N CAROLINA
http://www.ncbi.nlm.nih.gov/pubmed/8826569	"UNIV N CAROLINA,DIV PULM & CRIT CARE MED,CHAPEL HILL,NC 27599"
http://www.ncbi.nlm.nih.gov/pubmed/8826569	"UNIV N CAROLINA,SCH PHARM,CHAPEL HILL,NC 27599"
http://www.ncbi.nlm.nih.gov/pubmed/8826569	University of North Carolina
http://www.ncbi.nlm.nih.gov/pubmed/8826569	University of North Carolina Chapel Hill
http://www.ncbi.nlm.nih.gov/pubmed/8826569	williams dm
http://www.ncbi.nlm.nih.gov/pubmed/8831087	jennigalovic v
http://www.ncbi.nlm.nih.gov/pubmed/8831087	nikolaizik wh
http://www.ncbi.nlm.nih.gov/pubmed/8831087	schoni mh
http://www.ncbi.nlm.nih.gov/pubmed/8836818	barclay ml
http://www.ncbi.nlm.nih.gov/pubmed/8836818	begg ej
http://www.ncbi.nlm.nih.gov/pubmed/8836818	chambers st
http://www.ncbi.nlm.nih.gov/pubmed/8836818	CHRISTCHURCH HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8836818	"CHRISTCHURCH HOSP,DEPT INFECT DIS,CHRISTCHURCH,NEW ZEALAND"
http://www.ncbi.nlm.nih.gov/pubmed/8836818	"CHRISTCHURCH HOSP,DEPT PAEDIAT,CHRISTCHURCH,NEW ZEALAND"
http://www.ncbi.nlm.nih.gov/pubmed/8836818	"CHRISTCHURCH HOSP,DEPT RESP MED,CHRISTCHURCH,NEW ZEALAND"
http://www.ncbi.nlm.nih.gov/pubmed/8836818	grimwood k
http://www.ncbi.nlm.nih.gov/pubmed/8836818	pattemore pk
http://www.ncbi.nlm.nih.gov/pubmed/8836818	thornley pe
http://www.ncbi.nlm.nih.gov/pubmed/8836818	UNIV MELBOURNE
http://www.ncbi.nlm.nih.gov/pubmed/8836818	"UNIV MELBOURNE,DEPT PAEDIAT,PARKVILLE,VIC 3052,AUSTRALIA"
http://www.ncbi.nlm.nih.gov/pubmed/8836818	University of Melbourne
http://www.ncbi.nlm.nih.gov/pubmed/8851612	den hollander jg
http://www.ncbi.nlm.nih.gov/pubmed/8851612	"Department of Clinical Microbiology and Antimicrobial Therapy, Erasmus University Rotterdam, Netherlands."
http://www.ncbi.nlm.nih.gov/pubmed/8851612	mouton jw
http://www.ncbi.nlm.nih.gov/pubmed/8851612	van goor mp
http://www.ncbi.nlm.nih.gov/pubmed/8851612	verbrugh ha
http://www.ncbi.nlm.nih.gov/pubmed/8851612	vleggaar fp
http://www.ncbi.nlm.nih.gov/pubmed/8860068	stern rc
http://www.ncbi.nlm.nih.gov/pubmed/8860068	UNIV CLEVELAND HOSP
http://www.ncbi.nlm.nih.gov/pubmed/8860068	"UNIV CLEVELAND HOSP,CLEVELAND,OH 44106"
http://www.ncbi.nlm.nih.gov/pubmed/8860069	DANISH CYST FIBROSIS CTR
http://www.ncbi.nlm.nih.gov/pubmed/8860069	"DANISH CYST FIBROSIS CTR,COPENHAGEN,DENMARK"
http://www.ncbi.nlm.nih.gov/pubmed/8860069	frederiksen b
http://www.ncbi.nlm.nih.gov/pubmed/8860069	hoiby n
http://www.ncbi.nlm.nih.gov/pubmed/8860069	koch c
http://www.ncbi.nlm.nih.gov/pubmed/8860069	lanng s
http://www.ncbi.nlm.nih.gov/pubmed/8860069	NATL UNIV HOSP COPENHAGEN
